Geneid	SRR17869115	SRR17869118	SRR17869121	SRR17869116	SRR17869119	SRR17869122
71161	2	2	1	2	2	2
71162	0	0	0	0	0	0
71163	145	131	130	132	105	179
71164	0	0	0	0	0	0
71166	0	2	1	1	1	3
71169	607	507	347	612	460	419
71174	0	0	0	0	0	0
71175	2843	3040	2878	2737	2694	2928
71176	48	34	53	59	57	58
71177	638	531	629	464	474	606
71180	0	0	0	0	0	0
71182	0	0	0	0	0	0
71183	1	0	1	0	4	1
71184	0	0	0	0	0	0
71186	14	9	14	5	5	18
71196	0	0	0	0	0	0
71198	593	772	110	747	787	126
71200	0	0	0	0	0	0
71203	0	0	0	0	0	0
71206	2	0	4	0	0	0
71207	888	795	1085	831	675	1245
71208	1	0	0	0	0	0
71209	0	0	0	0	0	0
71213	3	2	3	7	2	16
71223	8	32	3	16	23	10
71226	4	8	14	9	7	17
71227	0	0	0	0	0	0
71228	0	1	1	0	1	2
71232	0	0	0	0	0	0
71233	4	5	0	1	2	1
71234	0	0	0	0	0	0
71235	0	0	0	0	0	0
71236	0	0	0	0	0	0
71238	33	32	56	47	28	57
71240	378	385	433	369	325	518
71241	0	0	0	0	0	0
71242	3	3	1	2	5	3
71244	0	0	0	0	0	0
71247	0	0	0	0	0	0
71248	0	0	0	0	0	0
71249	0	0	0	0	0	0
71254	117	151	107	128	131	127
71263	0	0	0	0	0	0
71264	33	46	11	31	52	8
71265	12	23	2	10	11	3
71268	1915	1609	911	1165	1293	1031
71270	0	0	0	0	0	0
71274	2	6	3	2	2	4
71275	7	12	4	6	7	7
71276	92	118	60	48	52	63
71279	2192	2619	1730	2588	1999	1779
71281	0	2	0	0	0	0
71285	0	0	0	0	0	0
71287	0	0	0	0	0	0
71293	0	0	0	0	0	0
71296	4	1	3	0	1	0
71300	0	0	0	0	0	0
71301	1	1	2	0	3	2
71302	45	40	76	49	34	86
71304	0	0	0	0	0	0
71306	378	465	829	410	371	862
71307	0	0	0	0	0	0
71310	4963	7173	1958	4338	5452	2034
71313	2	0	0	1	0	0
71314	0	0	0	0	0	0
71316	0	0	1	0	2	0
71319	18	22	8	14	25	12
71321	0	0	0	0	0	0
71323	279	268	166	228	187	189
71325	0	0	0	0	0	0
71326	5	1	30	2	0	31
71330	1529	1778	452	1762	1685	577
71336	150	144	126	129	113	168
71338	0	1	0	0	0	2
71339	1	3	3	1	1	4
71340	386	331	330	317	338	409
71342	0	0	0	0	0	0
71345	0	0	0	0	0	0
71349	0	0	0	0	0	0
71351	0	0	0	0	0	0
71354	0	0	0	1	1	0
71355	4	3	0	3	4	0
71361	1494	1867	1154	1497	1526	1315
71362	0	0	0	0	0	0
71363	0	1	0	0	0	0
71365	116	92	111	100	101	145
71367	0	0	0	0	0	0
71369	0	0	0	0	0	0
71371	2183	2535	1421	2005	2548	1609
71373	0	0	1	0	0	2
71375	286	248	243	277	255	235
71382	388	410	441	383	420	484
71386	0	0	0	0	0	0
71388	0	0	0	0	0	0
71389	360	373	541	426	350	531
71390	1	0	0	0	0	0
71392	0	0	0	0	0	0
71393	246	223	155	240	217	200
71395	0	0	0	0	0	0
71398	330	134	439	480	204	508
71405	3	4	0	3	2	9
71406	0	0	0	0	0	0
71409	2868	4092	2894	2490	3832	3237
71412	0	0	0	0	0	0
71421	0	0	0	0	0	0
71422	0	0	0	0	0	0
71425	1	0	0	0	0	1
71432	26	1	2	30	6	5
71435	1214	973	960	1122	1055	1003
71436	40	50	12	7	26	8
71445	199	220	144	198	177	148
71446	249	258	258	219	190	357
71448	385	292	352	422	270	360
71449	191	102	178	154	99	228
71452	2140	1639	2183	2280	1741	2531
71453	0	0	0	0	0	2
71457	0	0	0	0	0	0
71458	932	788	949	1185	813	971
71461	0	0	3	0	0	6
71468	0	0	0	0	0	0
71472	3349	3100	3150	3385	3139	3606
71473	3	0	0	5	0	0
71474	231	208	256	223	184	314
71481	1360	1396	702	1494	1519	768
71489	3	1	0	0	1	0
71492	138	128	165	115	91	181
71508	238	288	246	234	210	224
71510	0	0	0	0	0	0
71514	2619	2093	3156	1920	2110	3636
71517	2328	2006	2137	2393	2002	2227
71519	11	6	29	11	13	45
71520	61	111	165	78	83	204
71521	2015	1763	1917	1774	1678	2006
71522	0	0	0	0	0	0
71523	40	38	43	45	30	52
71528	0	1	0	0	0	0
71529	15	13	14	31	6	17
71532	38	64	70	48	33	83
71538	497	550	542	575	543	618
71544	0	2	1	0	1	2
71562	159	233	139	188	194	149
71564	68	70	117	78	93	125
71566	1175	2161	1914	935	1663	2090
71567	437	472	220	434	380	234
71578	0	0	0	0	0	0
71581	0	0	0	0	0	0
71583	31	29	52	68	37	48
71584	0	0	3	0	0	4
71586	5143	4834	696	6149	4546	827
71591	199	205	283	237	169	319
71592	839	510	501	627	510	567
71597	0	0	0	0	0	0
71599	77	88	102	94	64	116
71601	0	0	0	0	0	0
71602	1393	2107	1589	1247	1504	1610
71603	1	1	1	3	2	0
71607	2595	2221	1177	2504	2246	1288
71609	442	419	408	501	403	472
71613	0	0	0	0	0	0
71617	465	437	350	446	383	397
71619	0	0	0	1	0	0
71623	0	0	0	0	0	0
71624	2	0	2	0	1	2
71637	0	0	0	0	0	0
71640	118	149	186	128	119	216
71643	27	36	40	27	25	47
71647	0	0	0	0	1	0
71648	321	363	237	245	302	255
71650	0	0	0	0	0	0
71653	3683	2353	4009	4715	2527	4345
71654	0	0	0	0	0	0
71660	0	1	0	0	0	0
71661	5	4	4	1	4	4
71664	0	0	1	0	0	0
71665	3506	3530	3888	3467	3426	4494
71667	1602	1383	1771	1534	1383	1949
71670	1	1	8	0	1	0
71673	383	410	281	358	343	310
71675	496	391	562	531	387	682
71678	2806	2689	2573	2677	2493	2775
71679	2188	1782	2551	1982	1911	2905
71682	1	0	2	0	2	1
71683	695	700	919	778	602	1030
71684	788	692	390	928	589	458
71685	0	0	0	0	0	0
71687	4	2	3	1	3	7
71690	0	0	0	0	0	0
71691	0	0	0	0	0	0
71693	0	1	2	4	1	4
71699	366	393	375	349	316	436
71701	1181	1151	631	1266	994	762
71702	1399	1399	1316	1389	1282	1445
71703	545	473	595	551	466	654
71704	1416	1339	525	1574	1732	574
71706	166	41	926	287	103	1103
71707	247	224	228	208	174	269
71709	2	3	0	0	2	6
71710	533	586	380	509	470	390
71711	209	266	321	250	218	370
71712	13692	13478	8778	14059	14206	9976
71713	1095	1006	1076	1195	1096	1252
71715	359	374	316	418	338	358
71718	176	121	204	172	133	201
71720	3316	3163	2274	3174	4209	2606
71721	0	0	0	0	0	0
71722	5375	4702	4485	5182	4696	4816
71723	573	596	426	577	526	497
71724	0	0	32	0	0	33
71726	204	225	217	242	197	254
71728	801	878	856	731	775	1013
71729	44	68	31	31	40	21
71732	1885	1571	1937	1979	1458	2082
71733	168	60	145	211	116	150
71735	496	383	504	544	402	625
71738	4	2	5	4	6	3
71740	537	589	166	648	492	204
71742	456	509	307	400	461	372
71743	609	552	627	704	524	679
71745	1227	1460	824	1236	1160	911
71746	85	104	149	64	82	164
71750	2400	2198	2021	2610	2255	2252
71751	2	3	4	3	6	3
71752	1209	1350	1357	1260	1118	1522
71753	1	1	1	0	1	0
71754	0	0	0	0	0	0
71755	505	460	613	530	482	710
71756	0	0	0	0	0	0
71760	1	0	2	0	0	0
71761	0	0	2	0	0	1
71764	855	697	1067	811	626	1154
71765	1972	1696	1905	1947	1669	2136
71766	2110	1739	1488	2093	1801	1715
71767	390	352	537	438	325	621
71768	0	0	1	0	0	0
71769	74	68	70	42	64	57
71770	4450	4157	3751	4244	3693	4152
71772	2819	2731	2636	2706	2444	2994
71773	0	2	4	0	0	1
71774	0	0	0	0	0	0
71775	0	0	1	1	0	0
71776	61	68	80	54	57	64
71777	386	401	376	361	319	410
71778	1786	1548	1737	1961	1544	1907
71779	1673	1600	1403	1701	1339	1731
71780	1704	1137	2758	1514	1042	3174
71781	0	0	0	0	0	0
71782	1744	1747	1131	2023	1451	1315
71785	0	0	0	0	0	0
71787	451	398	392	472	400	460
71790	179	135	145	129	110	132
71791	0	0	0	0	0	0
71793	1256	955	783	991	1052	870
71795	1221	2124	752	616	1002	893
71797	0	0	1	0	0	1
71799	499	496	422	529	430	459
71801	1371	1462	829	1418	1355	946
71803	54	28	22	28	49	23
71804	368	366	70	283	294	69
71805	1142	1020	785	1333	1042	929
71807	399	286	491	388	276	561
71810	1488	1401	1340	1367	1362	1480
71816	59	27	82	73	47	104
71817	5173	5223	5159	5035	4851	5932
71818	10	12	3	6	6	4
71819	27	48	91	14	24	78
71820	116	84	109	120	95	129
71824	0	0	0	0	0	0
71826	0	0	0	0	0	0
71827	2	2	1	0	0	0
71828	0	0	0	0	0	0
71829	0	0	0	0	0	0
71830	0	0	0	0	0	0
71831	0	0	0	0	0	0
71832	0	3	3	3	6	5
71833	2668	2463	2689	2815	2333	2991
71834	858	876	713	779	792	828
71835	326	303	303	289	265	273
71836	5	1	7	2	3	9
71837	3	6	3	7	3	1
71838	129	141	173	157	100	192
71839	610	490	712	725	501	774
71840	0	0	0	0	0	0
71841	0	0	0	0	0	0
71843	48	34	110	41	35	114
71844	794	638	829	699	629	906
71846	78	69	59	34	55	76
71847	0	0	0	0	0	0
71853	4332	3937	4448	3732	3354	5023
71854	16	5	26	5	9	34
71856	0	0	0	0	0	0
71860	0	0	0	0	0	0
71861	0	0	0	0	0	0
71862	38	34	85	50	28	112
71863	0	0	0	0	0	0
71864	1	1	2	0	0	0
71865	1143	950	754	710	898	934
71867	0	0	0	1	1	1
71868	1	10	2	2	4	3
71869	14	14	4	16	17	5
71870	21	28	8	19	19	16
71872	0	0	0	0	0	0
71874	0	0	0	1	0	0
71876	25	35	47	26	23	60
71877	1	1	6	3	0	5
71878	7	6	19	1	4	18
71881	712	512	603	652	569	707
71883	514	454	272	507	455	298
71884	0	0	0	0	0	0
71885	130	113	130	106	101	154
71886	0	0	0	0	0	0
71887	19	14	13	7	10	10
71888	0	1	0	1	0	0
71889	0	0	2	0	0	0
71890	215	236	120	181	185	103
71891	522	933	673	393	548	697
71893	35	50	35	29	38	41
71897	14	28	23	5	15	24
71898	125	61	0	235	54	0
71900	2801	3404	3987	2618	2852	4708
71901	871	771	882	870	790	958
71902	1445	1396	1669	1493	1350	1960
71903	0	0	0	0	0	0
71904	759	684	1399	995	803	1527
71907	1	0	0	0	0	0
71908	5	4	1	1	1	0
71909	73	78	111	98	84	111
71910	476	243	326	399	277	372
71911	137	118	258	169	153	335
71912	0	1	0	0	2	0
71913	70	61	130	68	53	157
71914	3791	9533	3036	1907	4013	3333
71916	25	12	28	15	13	21
71918	426	666	306	426	377	315
71919	249	303	242	283	220	264
71920	1	1	1	1	3	1
71923	601	508	576	705	501	647
71924	18	22	34	19	21	35
71927	1723	1614	1753	1747	1405	1950
71929	4311	4490	3534	4244	4444	4127
71932	2	1	0	0	5	0
71934	1941	1842	598	2172	1962	664
71939	2	5	0	1	3	0
71941	290	279	362	337	292	303
71943	25	22	31	21	12	59
71946	122	223	102	130	161	108
71947	605	571	698	670	580	820
71949	733	653	1122	716	691	1210
71950	0	0	0	0	0	0
71951	26	29	17	33	28	18
71952	294	256	245	257	215	297
71954	1440	1535	1307	1399	1215	1476
71955	1983	2393	1088	1760	1935	1211
71956	654	639	328	871	531	344
71957	758	675	738	764	640	783
71960	0	0	1	0	0	0
71962	62	80	59	27	39	67
71963	659	530	519	584	579	544
71966	539	535	490	636	474	540
71967	0	0	0	0	0	0
71968	203	177	185	189	152	196
71970	39	37	19	22	30	37
71971	264	242	229	258	224	316
71972	236	184	348	260	197	436
71973	7	7	8	3	1	18
71974	203	116	232	235	128	280
71978	1521	1472	1137	1529	1257	1216
71979	0	0	0	0	0	0
71981	0	1	1	1	5	3
71982	7031	6801	4480	7588	7368	5067
71983	313	341	172	339	285	171
71984	190	172	176	188	189	197
71985	101	79	159	121	84	220
71986	592	474	787	513	484	859
71988	1	4	27	3	3	35
71989	431	471	391	507	438	465
71990	2472	2012	2010	2314	2140	2184
71991	97	81	82	82	77	80
71994	1056	2555	38	565	1835	15
71995	1	0	0	0	0	0
71996	0	0	0	0	0	0
71997	938	938	483	899	946	537
71998	74	68	91	84	95	164
71999	1336	1077	2067	1307	1094	2371
72000	0	1	2	3	5	4
72002	5	10	8	2	4	5
72003	0	0	0	0	0	0
72007	2631	2097	3082	2132	2024	3565
72008	367	365	406	399	314	398
72012	85	76	106	72	100	129
72014	0	0	0	0	0	0
72016	85	104	123	96	75	121
72017	1614	972	1374	1641	1062	1512
72018	617	515	696	652	566	827
72020	624	572	562	503	653	611
72022	0	0	0	0	0	0
72023	502	469	357	588	458	468
72025	0	0	0	0	0	0
72026	74	70	136	101	61	145
72027	3612	3078	3126	3857	3024	3541
72029	2526	2475	1869	2420	2517	2060
72030	0	0	0	0	0	0
72033	1104	904	828	1029	982	970
72039	270	228	356	318	221	360
72040	0	0	0	0	0	0
72041	199	178	174	180	151	175
72042	5684	4046	7723	6121	4813	9316
72043	10	8	159	17	8	183
72045	0	2	1	0	0	1
72046	799	784	796	1020	804	946
72047	1517	1473	1714	1605	1401	1612
72049	0	0	0	0	1	0
72050	300	185	351	234	199	424
72053	1085	1059	1015	1099	999	1188
72054	174	296	1162	171	312	1365
72055	2289	2125	2458	2254	2056	2755
72056	282	233	170	179	185	180
72057	790	707	771	748	706	832
72058	0	0	0	0	0	0
72061	383	456	637	356	495	732
72065	2892	3317	1266	2855	2730	1413
72068	1326	1331	1330	1315	1158	1454
72074	0	0	0	0	0	0
72075	4430	4044	1317	4487	3770	1543
72076	4	1	1	0	0	0
72077	0	0	0	0	0	0
72080	0	1	4	0	0	3
72082	0	0	0	0	0	0
72083	108	78	146	98	45	183
72084	378	358	355	361	290	356
72085	55	70	96	68	40	102
72088	0	0	0	0	0	0
72090	0	0	0	0	0	0
72091	37	43	66	45	30	86
72093	95	99	59	65	90	79
72094	0	0	3	0	0	0
72096	222	153	162	223	156	172
72097	0	1	1	0	0	3
72098	823	846	932	1018	915	1034
72102	2516	2364	2243	2562	2288	2610
72103	94	97	112	88	74	82
72104	0	0	0	0	0	0
72106	226	204	328	265	231	335
72107	0	0	2	1	0	4
72108	663	761	1061	723	661	1116
72112	0	0	0	0	0	0
72113	386	375	317	387	391	396
72114	131	115	243	176	115	227
72117	3262	2396	2470	2439	2238	2755
72119	119	167	146	186	149	156
72121	103	65	78	133	81	101
72122	0	0	0	0	0	0
72123	1792	1995	1031	2047	1956	1192
72124	1171	1000	726	1177	1099	778
72125	0	0	5	0	0	1
72128	51	75	150	101	63	136
72129	478	430	614	481	383	772
72131	0	4	1	1	0	1
72133	139	108	214	155	120	246
72135	0	0	0	0	0	0
72136	433	379	473	477	356	530
72137	190	149	181	233	163	222
72139	99	108	131	105	64	131
72140	106	141	94	105	99	102
72141	661	507	659	762	468	730
72144	727	792	602	664	582	661
72145	4196	3625	5345	4743	3579	5536
72147	6	5	13	3	5	8
72148	0	0	1	0	0	0
72149	408	329	373	479	347	424
72151	382	426	227	400	341	261
72154	105	101	199	145	99	203
72155	12	13	23	18	8	42
72157	2535	3955	1619	2115	3477	1903
72160	3	1	0	1	0	2
72162	832	817	896	865	710	961
72167	71	38	70	54	37	74
72168	0	0	0	0	0	0
72169	1	5	0	6	5	2
72170	498	291	377	441	344	483
72171	146	71	101	112	94	148
72175	320	305	221	382	284	259
72179	52	50	32	32	27	59
72180	83	56	96	62	46	92
72181	340	308	223	327	300	277
72183	1242	1307	1035	1326	1138	1241
72184	10	6	12	6	11	8
72185	56	41	82	80	56	92
72190	775	890	2245	915	821	2666
72193	2603	2400	2774	2585	2210	2795
72194	1634	2213	2015	1944	2015	2191
72195	341	369	403	345	300	388
72198	1125	1086	1087	1104	963	1215
72199	1172	1196	940	1224	1166	1091
72201	853	738	1145	803	657	1298
72203	418	424	836	635	408	890
72205	960	814	543	1192	892	540
72208	0	0	0	0	0	0
72211	0	0	0	0	1	0
72215	3	0	2	0	0	1
72218	0	0	0	0	0	0
72219	0	0	0	0	0	0
72221	0	0	0	0	0	0
72224	0	0	0	0	0	0
72225	9	1	19	7	3	13
72229	0	0	0	0	0	0
72230	38	56	23	30	35	24
72236	3	0	0	0	2	2
72238	1091	1010	904	1135	943	1111
72240	1	1	0	0	0	0
72242	0	0	0	0	0	0
72243	20	18	19	26	30	19
72244	4325	5617	1237	5124	4932	1489
72246	0	1	0	0	2	0
72249	0	0	0	0	0	0
72250	0	0	0	0	0	0
72252	0	0	0	0	0	0
72254	87	97	126	91	71	148
72257	0	0	0	0	0	0
72258	1	1	0	0	0	0
72259	0	1	0	1	0	0
72263	0	0	0	0	0	0
72264	0	0	0	0	0	0
72265	2993	2794	3233	2942	2415	3870
72267	0	0	0	0	0	1
72269	0	0	0	0	0	0
72273	108	103	110	105	138	157
72274	0	0	0	0	0	0
72275	3	1	7	3	4	4
72276	0	0	1	0	0	0
72277	0	0	0	0	0	0
72278	1826	1646	4076	2065	1709	4569
72281	0	0	0	0	0	0
72282	4	1	8	2	6	4
72284	467	499	441	532	450	539
72286	0	0	0	0	0	0
72287	44	59	75	33	57	75
72289	25223	20316	19638	35104	18573	21268
72290	101	121	180	90	86	156
72293	0	1	0	0	0	0
72296	328	257	366	400	296	374
72297	497	466	459	575	431	526
72301	0	0	0	0	0	0
72303	0	0	0	0	1	0
72306	353	351	403	371	339	447
72307	60	60	109	51	61	97
72308	906	986	964	928	966	1023
72309	0	1	4	3	0	1
72310	0	0	0	0	0	0
72313	1756	1859	1462	1838	1735	1569
72315	56	59	30	44	50	29
72316	0	0	0	0	0	0
72317	0	0	0	0	0	0
72318	6727	4628	6836	7032	4693	7695
72320	669	712	713	679	631	849
72322	682	567	675	673	547	792
72323	992	971	802	941	893	872
72324	117	83	362	214	143	375
72325	884	1044	950	995	856	1034
72326	15	25	31	22	19	36
72330	0	0	0	0	0	0
72333	161	262	112	163	347	76
72338	33	11	23	20	9	19
72340	2	0	0	3	1	1
72341	77	89	62	95	75	99
72344	663	518	645	571	555	654
72345	271	381	178	329	313	271
72349	2550	2570	3137	1959	2272	3525
72350	9	3	8	10	3	21
72351	143	99	47	110	136	50
72354	365	393	437	388	354	470
72355	133	99	148	139	118	191
72357	412	349	392	467	326	450
72361	0	0	5	0	0	3
72368	479	446	452	463	404	473
72371	46	58	47	51	38	49
72373	0	0	0	0	0	0
723792	0	0	0	0	0	0
72381	1	0	0	0	0	0
723814	0	0	0	0	0	0
723815	0	0	0	0	0	0
723816	0	0	0	0	0	0
723817	0	0	0	0	0	0
723818	0	0	0	0	0	0
723819	0	0	0	0	0	0
723820	0	0	0	0	0	0
723821	0	0	0	0	0	0
723822	0	0	0	0	0	0
723823	0	0	0	0	0	0
723824	0	0	0	0	0	0
723825	5	6	2	2	0	3
723826	0	0	0	0	0	0
723827	25	12	14	27	16	18
723828	3	1	8	4	1	0
723829	0	0	0	0	0	0
72383	0	0	0	1	0	0
723830	0	0	0	0	0	0
723832	0	0	0	0	0	0
723833	0	0	0	0	0	0
723834	0	0	0	0	0	0
723835	0	0	0	0	0	0
723836	0	0	0	0	0	0
723837	0	0	0	0	0	0
723838	0	0	1	0	0	0
723839	0	0	0	0	0	0
723840	0	0	0	1	0	5
723841	0	0	0	0	0	0
723842	0	0	0	0	0	0
723843	0	0	0	0	0	0
723844	0	0	0	0	0	0
723845	0	1	0	0	0	0
723847	0	0	0	0	0	0
723848	3	0	2	2	2	2
723849	0	0	0	0	0	0
723850	0	0	0	0	0	0
723851	0	0	0	0	0	0
723852	0	0	0	0	0	0
723853	0	0	1	0	0	0
723854	0	0	0	0	0	0
723855	0	0	0	0	0	0
723856	0	0	0	0	0	0
723857	0	0	0	0	0	0
723858	0	0	0	0	0	0
723859	0	0	0	0	0	0
72386	40	39	94	45	38	114
723860	0	0	0	0	0	0
723861	0	0	0	0	0	0
723862	0	0	0	0	0	0
723863	0	0	0	0	0	0
723864	25	11	9	17	14	25
723865	0	0	0	0	0	0
723866	0	0	0	0	0	0
723867	0	0	0	0	0	0
723868	0	0	0	0	0	0
723869	0	0	0	0	0	0
723870	0	0	0	0	0	0
723871	0	0	0	0	0	0
723873	0	0	0	0	0	0
723874	0	0	0	0	0	0
723875	0	0	0	0	0	0
723876	0	0	0	0	0	0
723877	0	0	0	0	0	0
723878	0	0	0	0	0	0
723879	0	0	0	0	0	0
72388	0	0	0	0	0	0
723880	0	0	0	0	0	0
723881	0	0	0	0	0	0
723882	0	0	0	0	0	0
723883	0	0	0	0	0	0
723884	0	0	0	0	0	0
723885	0	0	0	0	0	1
723886	0	0	0	0	0	0
723887	0	0	0	0	0	0
723888	0	0	0	0	0	0
723889	1	7	11	5	6	11
723890	0	0	0	0	0	4
723891	0	0	0	0	0	0
723892	0	0	0	0	0	0
723893	9	5	9	6	3	8
723894	0	0	0	0	0	0
723895	0	0	0	0	0	0
723896	1	2	2	1	0	4
723897	0	0	0	0	0	0
723898	2	3	1	4	3	15
723899	0	0	0	0	0	0
723900	0	0	0	0	0	0
723901	0	0	0	0	0	0
723902	19	21	26	18	13	26
723903	0	0	0	0	0	0
723904	1	0	0	0	0	0
723905	1	1	0	0	0	0
723906	0	0	0	0	0	0
723907	0	0	0	0	0	0
723908	0	1	2	2	1	0
723909	3	0	0	0	3	0
72391	2	2	10	4	3	15
723910	0	0	0	0	0	0
723911	0	0	0	0	0	0
723912	0	0	0	0	0	0
723913	0	0	0	0	0	0
723914	0	0	0	0	0	0
723916	0	0	0	1	0	0
723917	0	0	0	0	0	0
723918	0	0	0	0	0	0
723919	0	0	0	0	0	0
72392	399	295	529	479	346	616
723920	0	0	0	0	0	0
723921	0	0	0	0	3	0
723922	0	0	0	0	0	0
723923	0	0	0	0	0	0
723924	0	0	0	0	0	0
723925	0	0	0	0	0	2
723926	3	3	2	1	1	6
723927	0	0	0	0	0	0
723928	0	0	0	0	0	0
723929	0	0	0	0	0	0
72393	0	0	0	0	0	0
723930	0	0	0	0	0	0
723931	0	0	0	0	0	0
723932	0	0	0	0	0	0
723933	0	0	0	0	0	0
723934	0	0	0	0	0	0
723935	0	0	0	0	0	0
723936	0	0	0	0	0	0
723937	0	0	0	0	0	0
723938	0	0	0	0	0	0
723939	0	0	0	0	0	0
723940	0	0	0	0	0	0
723941	0	0	0	0	0	0
723942	0	0	0	0	0	0
723944	0	0	0	0	0	0
723946	4	1	0	0	1	2
723947	0	0	0	0	0	0
723948	0	0	0	0	0	0
723949	0	0	1	0	0	0
72395	0	0	0	0	0	0
723950	0	0	0	0	0	0
723951	0	0	0	0	0	0
723952	0	0	0	0	0	0
723953	0	0	0	0	0	0
723954	13	12	10	7	4	37
723955	0	0	0	0	0	0
723956	0	0	0	0	0	0
723957	0	0	0	0	0	0
723958	0	0	0	0	0	0
723959	0	0	0	0	0	0
723960	38	44	30	18	27	33
723962	0	0	0	0	0	0
723963	0	0	0	0	0	0
723964	0	0	0	0	0	0
723965	0	0	0	0	0	0
723966	0	2	2	3	2	3
723967	0	0	0	0	0	0
723968	0	0	0	0	0	0
72397	47	50	100	59	53	110
723974	0	0	0	0	0	0
723975	0	0	0	0	0	0
723976	0	0	1	0	0	0
72399	1368	1397	1494	1370	1438	1605
72400	131	97	119	137	109	140
72401	0	0	0	1	0	3
724035	0	0	0	0	0	0
72404	324	331	333	342	279	416
724062	0	0	0	0	0	0
724063	1	0	0	1	0	0
724064	0	0	0	0	0	0
724112	0	0	0	0	0	0
72413	0	0	0	0	0	0
72415	15	10	28	14	9	26
72416	1044	837	1485	1009	875	1712
72421	61	87	87	81	60	96
72425	673	580	603	544	503	627
72429	170	172	191	160	139	215
72431	19	6	20	34	13	18
72432	0	0	2	2	0	0
72433	29	22	22	21	30	25
72434	0	1	0	0	0	0
72440	234	211	223	225	215	250
72446	86	168	2	52	104	1
72454	805	707	884	852	704	978
72459	490	398	486	417	377	556
72461	2822	2654	1549	2785	2400	1757
72462	212	303	295	175	142	324
72465	812	740	697	651	724	748
72469	12	15	24	7	9	35
72472	4872	1957	5139	5439	2796	5893
72475	122	129	330	145	93	356
72477	1884	2232	2575	1639	1859	2663
72479	404	293	388	484	334	479
72480	36	42	71	50	36	75
72481	6	5	6	10	11	7
72482	200	153	265	193	169	327
72486	108	133	109	128	87	124
72495	14	11	7	9	11	8
72500	5	2	14	3	3	22
72502	215	206	238	269	219	264
72503	7627	7854	7818	8236	7384	8793
72504	119	125	54	52	119	44
72507	0	0	2	0	0	0
72508	1282	1012	1262	1438	1129	1364
72511	0	0	0	0	0	0
72512	1677	1853	583	1726	2135	716
72514	10	9	8	6	5	21
72515	1112	843	724	962	872	833
72518	1	0	0	0	0	0
72519	539	426	644	536	430	823
72522	118	118	78	101	144	99
72535	603	618	457	849	560	540
72536	376	403	602	466	579	677
72542	711	602	605	661	608	708
72543	1009	762	2484	1269	783	2822
72544	100	90	112	103	85	174
72549	939	853	661	779	742	722
72552	1492	1381	1370	1252	1173	1661
72554	405	301	417	391	281	429
72555	0	0	1	0	0	0
72556	29	19	42	37	14	42
72560	5	4	2	3	9	3
72562	129	104	211	148	109	230
72565	37	102	37	25	29	51
72567	3112	3099	2571	3059	2635	2756
72568	194	232	133	204	200	119
72569	91	169	68	66	77	64
72572	276	283	230	260	180	274
72575	5	9	4	12	6	7
72578	7	11	13	11	14	12
72580	1243	1368	437	1332	1239	464
72584	747	732	617	760	633	731
72585	0	0	0	0	0	0
72587	1485	1385	1157	1342	1327	1467
72588	8	11	14	5	10	8
72590	1299	1419	925	960	1306	1076
72599	48	19	79	26	28	63
72603	0	0	1	1	0	0
72605	0	0	0	0	0	0
72607	0	0	0	0	0	0
72608	0	0	0	0	0	0
72609	0	1	0	0	1	0
72611	894	847	945	737	717	948
72612	220	182	206	237	180	193
72614	5	14	9	8	10	10
72615	548	570	612	591	513	672
72621	438	362	316	456	339	355
72628	2	0	2	0	0	2
72630	1	3	1	7	0	2
72632	0	1	1	0	1	2
72634	22	15	30	31	19	41
72635	180	128	130	108	130	161
72640	6	3	11	5	1	15
72647	0	0	0	0	0	0
72648	1	0	2	2	0	0
72649	573	400	334	702	374	358
72650	126	183	141	159	112	151
72654	1084	894	875	1132	892	977
72655	174	186	131	131	147	185
72656	512	404	509	436	352	593
72657	108	100	226	100	114	245
72658	54	64	60	51	52	72
72661	0	0	0	0	0	0
72662	206	154	191	182	145	204
72665	6	5	6	5	1	9
72667	303	308	286	319	279	323
72668	1	0	0	1	0	0
72669	0	0	0	0	0	0
72672	412	457	475	403	329	501
72674	4512	4091	4887	4084	4262	5632
72677	0	0	0	0	0	0
72685	1	0	0	0	0	2
72690	0	0	0	0	0	0
72691	258	211	496	404	233	562
72692	1290	1227	1658	958	1082	2014
72693	0	0	0	0	1	0
72699	287	326	362	274	253	371
72701	2	0	0	1	5	0
72709	96	91	66	86	82	66
72713	0	0	1	1	2	0
72716	5	4	1	15	6	0
72720	27	27	32	31	26	44
72722	553	365	756	682	398	872
72723	171	164	220	178	146	217
72726	155	162	145	154	134	194
72727	697	622	609	665	654	752
72729	4091	3758	3067	4676	4279	3470
72735	13	2	2	1	4	2
72736	1189	1159	1216	1192	1015	1404
72739	693	698	889	744	605	938
72745	366	326	374	386	327	442
72747	1304	1099	574	1386	1103	664
72748	9	6	14	11	7	17
72749	103	101	135	106	90	133
72750	938	1596	807	945	947	1028
72753	0	0	0	0	0	1
72754	1119	1365	937	843	756	1040
72759	999	752	965	1063	837	1062
72772	124	122	146	117	121	189
727720	0	0	0	0	0	0
72774	168	160	117	159	149	174
72775	140	162	181	152	104	251
72776	195	205	152	262	141	154
72778	0	0	0	0	1	0
72780	5	5	1	5	4	0
72787	255	216	228	277	184	243
72789	0	0	0	0	0	0
72792	0	0	0	0	0	0
72795	224	188	194	200	216	218
72804	0	0	0	0	0	0
